90,14,20,17,30,465,10,2
90,14,20,17,30,465,10,3
90,14,20,17,30,465,10,4
90,14,20,17,30,465,10,5
90,14,20,17,30,465,10,6
90,14,20,17,30,465,10,7
90,14,20,17,30,465,10,8
90,14,20,17,30,465,10,9
90,14,20,17,30,465,10,10
90,14,20,17,30,465,10,11
90,14,20,17,30,465,8,12
90,14,20,17,30,465,10,13
90,14,20,17,30,465,10,14
90,14,20,17,30,465,10,15
90,14,20,17,30,465,10,16
90,14,20,17,30,465,6,17
90,14,20,17,30,465,10,18
90,14,20,17,30,465,10,19
90,14,20,17,30,465,10,20
90,14,20,17,30,465,10,21
90,14,20,17,30,465,10,22
90,14,20,17,30,465,10,23
90,14,20,17,30,465,10,24
90,14,20,17,30,465,10,25
90,14,20,17,30,465,10,26
90,14,20,17,30,465,10,27
90,14,20,17,30,465,10,28
90,14,20,17,30,465,10,29
90,14,20,17,30,465,10,30
22,12,30,19,40,700,10,1
22,12,30,19,40,700,10,2
22,12,30,19,40,700,10,3
22,12,30,19,40,700,10,4
22,12,30,19,40,700,10,5
22,12,30,19,40,700,10,6
22,12,30,19,40,700,10,7
22,12,30,19,40,700,10,8
22,12,30,19,40,700,10,9
22,12,30,19,40,700,10,10
22,12,30,19,40,700,10,11
22,12,30,19,40,700,10,12
22,12,30,19,40,700,10,13
22,12,30,19,40,700,10,14
22,12,30,19,40,700,10,15
22,12,30,19,40,700,10,16
22,12,30,19,40,700,10,17
22,12,30,19,40,700,10,18
22,12,30,19,40,700,10,19
22,12,30,19,40,700,10,20
22,12,30,19,40,700,10,21
22,12,30,19,40,700,10,22
22,12,30,19,40,700,10,23
22,12,30,19,40,700,10,24
22,12,30,19,40,700,10,25
22,12,30,19,40,700,10,26
22,12,30,19,40,700,10,27
22,12,30,19,40,700,10,28
22,12,30,19,40,700,10,29
22,12,30,19,40,700,10,30
55,23,30,6,55,625,10,1
55,23,30,6,55,625,10,2
55,23,30,6,55,625,10,3
55,23,30,6,55,625,10,4
55,23,30,6,55,625,10,5
55,23,30,6,55,625,10,6
55,23,30,6,55,625,10,7
55,23,30,6,55,625,10,8
55,23,30,6,55,625,10,9
55,23,30,6,55,625,10,10
55,23,30,6,55,625,10,11
55,23,30,6,55,625,10,12
55,23,30,6,55,625,10,13
55,23,30,6,55,625,10,14
55,23,30,6,55,625,6,15
55,23,30,6,55,625,10,16
55,23,30,6,55,625,10,17
55,23,30,6,55,625,10,18
55,23,30,6,55,625,10,19
55,23,30,6,55,625,10,20
55,23,30,6,55,625,10,21
55,23,30,6,55,625,10,22
55,23,30,6,55,625,10,23
55,23,30,6,55,625,10,24
55,23,30,6,55,625,10,25
55,23,30,6,55,625,10,26
55,23,30,6,55,625,10,27
55,23,30,6,55,625,10,28
55,23,30,6,55,625,10,29
55,23,30,6,55,625,10,30
11,9,30,16,25,775,10,1
11,9,30,16,25,775,10,2
11,9,30,16,25,775,10,3
11,9,30,16,25,775,8,4
11,9,30,16,25,775,10,5
11,9,30,16,25,775,10,6
11,9,30,16,25,775,10,7
11,9,30,16,25,775,10,8
11,9,30,16,25,775,10,9
11,9,30,16,25,775,10,10
11,9,30,16,25,775,10,11
11,9,30,16,25,775,10,12
11,9,30,16,25,775,10,13
11,9,30,16,25,775,10,14
11,9,30,16,25,775,10,15
11,9,30,16,25,775,10,16
11,9,30,16,25,775,10,17
11,9,30,16,25,775,10,18
11,9,30,16,25,775,10,19
11,9,30,16,25,775,10,20
11,9,30,16,25,775,10,21
11,9,30,16,25,775,10,22
11,9,30,16,25,775,10,23
11,9,30,16,25,775,10,24
11,9,30,16,25,775,10,25
11,9,30,16,25,775,10,26
11,9,30,16,25,775,10,27
11,9,30,16,25,775,10,28
11,9,30,16,25,775,10,29
11,9,30,16,25,775,10,30
80,12,10,13,20,70,10,1
80,12,10,13,20,70,10,2
80,12,10,13,20,70,10,3
80,12,10,13,20,70,10,4
80,12,10,13,20,70,10,5
80,12,10,13,20,70,10,6
80,12,10,13,20,70,10,7
80,12,10,13,20,70,10,8
80,12,10,13,20,70,10,9
80,12,10,13,20,70,8,10
80,12,10,13,20,70,10,11
80,12,10,13,20,70,10,12
80,12,10,13,20,70,10,13
80,12,10,13,20,70,10,14
80,12,10,13,20,70,10,15
80,12,10,13,20,70,10,16
80,12,10,13,20,70,10,17
80,12,10,13,20,70,10,18
80,12,10,13,20,70,10,19
80,12,10,13,20,70,5,20
80,12,10,13,20,70,10,21
80,12,10,13,20,70,10,22
80,12,10,13,20,70,10,23
80,12,10,13,20,70,10,24
80,12,10,13,20,70,10,25
80,12,10,13,20,70,10,26
80,12,10,13,20,70,10,27
80,12,10,13,20,70,10,28
80,12,10,13,20,70,10,29
80,12,10,13,20,70,10,30
10,14,30,15,40,80,10,1
10,14,30,15,40,80,10,2
10,14,30,15,40,80,10,3
10,14,30,15,40,80,10,4
10,14,30,15,40,80,10,5
10,14,30,15,40,80,10,6
10,14,30,15,40,80,10,7
10,14,30,15,40,80,10,8
10,14,30,15,40,80,10,9
10,14,30,15,40,80,10,10
10,14,30,15,40,80,10,11
10,14,30,15,40,80,10,12
10,14,30,15,40,80,10,13
10,14,30,15,40,80,10,14
10,14,30,15,40,80,8,15
10,14,30,15,40,80,10,16
10,14,30,15,40,80,10,17
10,14,30,15,40,80,10,18
10,14,30,15,40,80,10,19
10,14,30,15,40,80,10,20
10,14,30,15,40,80,10,21
10,14,30,15,40,80,10,22
10,14,30,15,40,80,10,23
10,14,30,15,40,80,10,24
10,14,30,15,40,80,10,25
10,14,30,15,40,80,10,26
10,14,30,15,40,80,10,27
10,14,30,15,40,80,10,28
10,14,30,15,40,80,10,29
10,14,30,15,40,80,10,30
